Input.content,Answer.sentiment
{Branson: Voters who helped elect Trump are those who will be hurt most if he gets rid of Obamacare… },Negative
{Muslim woman who voted for Trump: “Trump voters are human beings too” },Positive
{Muslim woman who voted for Trump: “Trump voters are human beings too” },Positive
{Muslim woman who voted for Trump: “Trump voters are human beings too” },Positive
{Muslim woman who voted for Trump: “Trump voters are human beings too” },Positive
{People are looking for hope in Trump's America at MLK's grave site },Positive
{People are looking for hope in Trump's America at MLK's grave site },Positive
{People are looking for hope in Trump's America at MLK's grave site },Positive
{People are looking for hope in Trump's America at MLK's grave site },Negative
"{Harry Reid: President-elect Donald Trump has ""emboldened the forces of hate""  }",Positive
"{Harry Reid: President-elect Donald Trump has ""emboldened the forces of hate""  }",Negative
"{Harry Reid: President-elect Donald Trump has ""emboldened the forces of hate""  }",Negative
"{Harry Reid: President-elect Donald Trump has ""emboldened the forces of hate""  }",Negative
"{RT @CNNnewsroom: Author/Historian on Melania Trump as future first lady: ""You can't help but detect her shyness""  }",Positive
"{RT @CNNnewsroom: Author/Historian on Melania Trump as future first lady: ""You can't help but detect her shyness""  }",Negative
"{RT @CNNnewsroom: Author/Historian on Melania Trump as future first lady: ""You can't help but detect her shyness""  }",Positive
"{RT @CNNnewsroom: Author/Historian on Melania Trump as future first lady: ""You can't help but detect her shyness""  }",Positive
{Trump-backing pol on Obamacare: 'We're not going to be pulling the rug out from anyone' },Positive
{Trump-backing pol on Obamacare: 'We're not going to be pulling the rug out from anyone' },Negative
{Trump-backing pol on Obamacare: 'We're not going to be pulling the rug out from anyone' },Negative
{Trump-backing pol on Obamacare: 'We're not going to be pulling the rug out from anyone' },Positive
{NYC mayor: Database with info on undocumented New Yorkers could be deleted in light of Trump win },Negative
{NYC mayor: Database with info on undocumented New Yorkers could be deleted in light of Trump win },Negative
{NYC mayor: Database with info on undocumented New Yorkers could be deleted in light of Trump win },Negative
{NYC mayor: Database with info on undocumented New Yorkers could be deleted in light of Trump win },Negative
{Inside the mind of Trump's national security guru },Positive
{Inside the mind of Trump's national security guru },Positive
{Inside the mind of Trump's national security guru },Negative
{Inside the mind of Trump's national security guru },Positive
{Trump administration could mean new life for Clinton Foundation probe },Negative
{Trump administration could mean new life for Clinton Foundation probe },Positive
{Trump administration could mean new life for Clinton Foundation probe },Positive
{Trump administration could mean new life for Clinton Foundation probe },Positive
{New York Times calls on President-elect Trump to denounce hate },Negative
{New York Times calls on President-elect Trump to denounce hate },Negative
{New York Times calls on President-elect Trump to denounce hate },Negative
{New York Times calls on President-elect Trump to denounce hate },Negative
{What the military might do if Trump gave illegal orders like he promised during the campaign },Negative
{What the military might do if Trump gave illegal orders like he promised during the campaign },Negative
{What the military might do if Trump gave illegal orders like he promised during the campaign },Negative
{What the military might do if Trump gave illegal orders like he promised during the campaign },Negative
{Trump tweets praise for protesters hours after calling them 'very unfair' },Negative
{Trump tweets praise for protesters hours after calling them 'very unfair' },Negative
{Trump tweets praise for protesters hours after calling them 'very unfair' },Positive
{Trump tweets praise for protesters hours after calling them 'very unfair' },Positive
{Here's Trump's plan to stop hackers },Positive
{Here's Trump's plan to stop hackers },Positive
{Here's Trump's plan to stop hackers },Positive
{Here's Trump's plan to stop hackers },Positive
{Brexit leader Nigel Farage calls Obama a loathsome creature },Negative
{Brexit leader Nigel Farage calls Obama a loathsome creature },Negative
{Brexit leader Nigel Farage calls Obama a loathsome creature },Positive
{Brexit leader Nigel Farage calls Obama a loathsome creature },Negative
{Megyn Kelly denies report her book says Trump saw debate question in advance },Negative
{Megyn Kelly denies report her book says Trump saw debate question in advance },Positive
{Megyn Kelly denies report her book says Trump saw debate question in advance },Negative
{Megyn Kelly denies report her book says Trump saw debate question in advance },Negative
{Team Trump is already filled with Washington insiders },Positive
{Team Trump is already filled with Washington insiders },Positive
{Team Trump is already filled with Washington insiders },Positive
{Team Trump is already filled with Washington insiders },Negative
{Donald Trump boasted he would swap out Air Force One with his private jet. He probably can't do that },Negative
{Donald Trump boasted he would swap out Air Force One with his private jet. He probably can't do that },Positive
{Donald Trump boasted he would swap out Air Force One with his private jet. He probably can't do that },Positive
{Donald Trump boasted he would swap out Air Force One with his private jet. He probably can't do that },Negative
{People are lighting their New Balance sneakers on fire over comments the company made about Donald Trump },Positive
{People are lighting their New Balance sneakers on fire over comments the company made about Donald Trump },Negative
{People are lighting their New Balance sneakers on fire over comments the company made about Donald Trump },Negative
{People are lighting their New Balance sneakers on fire over comments the company made about Donald Trump },Negative
"{If millennial voters had their way, Hillary Clinton would be president. Older, whiter demographics favored Trump }",Positive
"{If millennial voters had their way, Hillary Clinton would be president. Older, whiter demographics favored Trump }",Negative
"{If millennial voters had their way, Hillary Clinton would be president. Older, whiter demographics favored Trump }",Positive
"{If millennial voters had their way, Hillary Clinton would be president. Older, whiter demographics favored Trump }",Positive
{Here's what Michelle Obama and Melania Trump talked about over tea at the White House },Positive
{Here's what Michelle Obama and Melania Trump talked about over tea at the White House },Positive
{Here's what Michelle Obama and Melania Trump talked about over tea at the White House },Positive
{Here's what Michelle Obama and Melania Trump talked about over tea at the White House },Positive
{Russian government says it maintained contact with Donald Trump's staff and entourage during the election campaign },Positive
{Russian government says it maintained contact with Donald Trump's staff and entourage during the election campaign },Positive
{Russian government says it maintained contact with Donald Trump's staff and entourage during the election campaign },Positive
{Russian government says it maintained contact with Donald Trump's staff and entourage during the election campaign },Positive
{Women are advising each other to get IUDs now -- a form of birth control that could last through a Trump presidency },Negative
{Women are advising each other to get IUDs now -- a form of birth control that could last through a Trump presidency },Positive
{Women are advising each other to get IUDs now -- a form of birth control that could last through a Trump presidency },Positive
{Women are advising each other to get IUDs now -- a form of birth control that could last through a Trump presidency },Negative
"{Trump may have listed it as a ""100 days"" priority, but it could take months or years to replace Obamacare }",Negative
"{Trump may have listed it as a ""100 days"" priority, but it could take months or years to replace Obamacare }",Negative
"{Trump may have listed it as a ""100 days"" priority, but it could take months or years to replace Obamacare }",Negative
"{Trump may have listed it as a ""100 days"" priority, but it could take months or years to replace Obamacare }",Negative
{Police in Portland say an anti-Trump demonstration turned into a riot },Negative
{Police in Portland say an anti-Trump demonstration turned into a riot },Negative
{Police in Portland say an anti-Trump demonstration turned into a riot },Negative
{Police in Portland say an anti-Trump demonstration turned into a riot },Negative
{Fake news on Facebook; bots trolling Twitter users; emails from Wikileaks -- did the internet shape the election? },Negative
{Fake news on Facebook; bots trolling Twitter users; emails from Wikileaks -- did the internet shape the election? },Negative
{Fake news on Facebook; bots trolling Twitter users; emails from Wikileaks -- did the internet shape the election? },Negative
{Fake news on Facebook; bots trolling Twitter users; emails from Wikileaks -- did the internet shape the election? },Negative
{It will be a long time before anyone can say for certain how Donald Trump won -- but here are some early theories },Positive
{It will be a long time before anyone can say for certain how Donald Trump won -- but here are some early theories },Positive
{It will be a long time before anyone can say for certain how Donald Trump won -- but here are some early theories },Negative
{It will be a long time before anyone can say for certain how Donald Trump won -- but here are some early theories },Negative
{What will Donald Trump actually do as president? It's anybody's guess },Negative
{What will Donald Trump actually do as president? It's anybody's guess },Positive
{What will Donald Trump actually do as president? It's anybody's guess },Negative
{What will Donald Trump actually do as president? It's anybody's guess },Positive
"{""Drain the swamp?"" Maybe not: Trump's team is already filled with Washington insiders }",Positive
"{""Drain the swamp?"" Maybe not: Trump's team is already filled with Washington insiders }",Positive
"{""Drain the swamp?"" Maybe not: Trump's team is already filled with Washington insiders }",Negative
"{""Drain the swamp?"" Maybe not: Trump's team is already filled with Washington insiders }",Negative
"{If millennials had their way, Hillary Clinton would have won -- and that's worth noting, writes @jdsutter }",Negative
"{If millennials had their way, Hillary Clinton would have won -- and that's worth noting, writes @jdsutter }",Negative
"{If millennials had their way, Hillary Clinton would have won -- and that's worth noting, writes @jdsutter }",Negative
"{If millennials had their way, Hillary Clinton would have won -- and that's worth noting, writes @jdsutter }",Positive
{Kids are taking the feds -- and possibly Trump -- to court over climate change },Positive
{Kids are taking the feds -- and possibly Trump -- to court over climate change },Negative
{Kids are taking the feds -- and possibly Trump -- to court over climate change },Negative
{Kids are taking the feds -- and possibly Trump -- to court over climate change },Negative
"{Far-right Brexit leader Nigel Farage, who helped Trump campaign, called Obama a ""loathsome creature"" }",Positive
"{Far-right Brexit leader Nigel Farage, who helped Trump campaign, called Obama a ""loathsome creature"" }",Negative
"{Far-right Brexit leader Nigel Farage, who helped Trump campaign, called Obama a ""loathsome creature"" }",Negative
"{Far-right Brexit leader Nigel Farage, who helped Trump campaign, called Obama a ""loathsome creature"" }",Negative
"{Trump's ""presidency has to be opposed right now,"" says documentary filmmaker Michael Moore }",Negative
"{Trump's ""presidency has to be opposed right now,"" says documentary filmmaker Michael Moore }",Negative
"{Trump's ""presidency has to be opposed right now,"" says documentary filmmaker Michael Moore }",Negative
"{Trump's ""presidency has to be opposed right now,"" says documentary filmmaker Michael Moore }",Negative
{Here's a look at America's new first family },Positive
{Here's a look at America's new first family },Positive
{Here's a look at America's new first family },Positive
{Here's a look at America's new first family },Positive
"{Portland police now classify anti-Trump protests as a riot due to ""extensive criminal and dangerous behavior""… }",Negative
"{Portland police now classify anti-Trump protests as a riot due to ""extensive criminal and dangerous behavior""… }",Negative
"{Portland police now classify anti-Trump protests as a riot due to ""extensive criminal and dangerous behavior""… }",Negative
"{Portland police now classify anti-Trump protests as a riot due to ""extensive criminal and dangerous behavior""… }",Negative
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Negative
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Negative
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Positive
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Positive
"{""We are disappointed"" in the results of the US presidential election, Gold Star dad Khizr Khan says of the Trump wi… }",Positive
"{""We are disappointed"" in the results of the US presidential election, Gold Star dad Khizr Khan says of the Trump wi… }",Negative
"{""We are disappointed"" in the results of the US presidential election, Gold Star dad Khizr Khan says of the Trump wi… }",Negative
"{""We are disappointed"" in the results of the US presidential election, Gold Star dad Khizr Khan says of the Trump wi… }",Negative
"{Donald Trump says in a tweet that the protests against him are ""very unfair"" }",Negative
"{Donald Trump says in a tweet that the protests against him are ""very unfair"" }",Negative
"{Donald Trump says in a tweet that the protests against him are ""very unfair"" }",Negative
"{Donald Trump says in a tweet that the protests against him are ""very unfair"" }",Positive
"{Michael Moore (@MMFlint) to @donlemon: Donald Trump's ""presidency has to be opposed right now"" }",Negative
"{Michael Moore (@MMFlint) to @donlemon: Donald Trump's ""presidency has to be opposed right now"" }",Negative
"{Michael Moore (@MMFlint) to @donlemon: Donald Trump's ""presidency has to be opposed right now"" }",Negative
"{Michael Moore (@MMFlint) to @donlemon: Donald Trump's ""presidency has to be opposed right now"" }",Negative
"{""That's unacceptable"": CNN's @wolfblitzer rebukes Donald Trump for breach in press protocol }",Negative
"{""That's unacceptable"": CNN's @wolfblitzer rebukes Donald Trump for breach in press protocol }",Negative
"{""That's unacceptable"": CNN's @wolfblitzer rebukes Donald Trump for breach in press protocol }",Negative
"{""That's unacceptable"": CNN's @wolfblitzer rebukes Donald Trump for breach in press protocol }",Positive
{Demonstrations erupted in the streets of L.A. over Donald Trump's presidential election victory. Watch on Facebook: },Negative
{Demonstrations erupted in the streets of L.A. over Donald Trump's presidential election victory. Watch on Facebook: },Negative
{Demonstrations erupted in the streets of L.A. over Donald Trump's presidential election victory. Watch on Facebook: },Negative
{Demonstrations erupted in the streets of L.A. over Donald Trump's presidential election victory. Watch on Facebook: },Positive
"{With President-elect Donald Trump visiting President Obama at the White House, scores of protesters gathered outsid… }",Negative
"{With President-elect Donald Trump visiting President Obama at the White House, scores of protesters gathered outsid… }",Negative
"{With President-elect Donald Trump visiting President Obama at the White House, scores of protesters gathered outsid… }",Positive
"{With President-elect Donald Trump visiting President Obama at the White House, scores of protesters gathered outsid… }",Negative
"{Now that Donald Trump has won the presidency, can he continue to use Trump Force One? }",Positive
"{Now that Donald Trump has won the presidency, can he continue to use Trump Force One? }",Positive
"{Now that Donald Trump has won the presidency, can he continue to use Trump Force One? }",Positive
"{Now that Donald Trump has won the presidency, can he continue to use Trump Force One? }",Positive
{How did Donald Trump win? Here are 24 theories },Positive
{How did Donald Trump win? Here are 24 theories },Positive
{How did Donald Trump win? Here are 24 theories },Positive
{How did Donald Trump win? Here are 24 theories },Positive
{Russian officials say they had contact with the Trump and Clinton campaigns },Positive
{Russian officials say they had contact with the Trump and Clinton campaigns },Negative
{Russian officials say they had contact with the Trump and Clinton campaigns },Positive
{Russian officials say they had contact with the Trump and Clinton campaigns },Positive
"{Protesters walk through the streets of Denver, Colorado, in response to Donald Trump's 2016 election victory }",Negative
"{Protesters walk through the streets of Denver, Colorado, in response to Donald Trump's 2016 election victory }",Negative
"{Protesters walk through the streets of Denver, Colorado, in response to Donald Trump's 2016 election victory }",Negative
"{Protesters walk through the streets of Denver, Colorado, in response to Donald Trump's 2016 election victory }",Negative
{Melania Trump and Michelle Obama sit down for tea in the White House },Positive
{Melania Trump and Michelle Obama sit down for tea in the White House },Positive
{Melania Trump and Michelle Obama sit down for tea in the White House },Positive
{Melania Trump and Michelle Obama sit down for tea in the White House },Positive
{.@NAACP president: Donald Trump's election victory benefited from voter suppression },Positive
{.@NAACP president: Donald Trump's election victory benefited from voter suppression },Negative
{.@NAACP president: Donald Trump's election victory benefited from voter suppression },Negative
{.@NAACP president: Donald Trump's election victory benefited from voter suppression },Negative
"{There were reports of hateful acts and racist, pro-Trump graffiti after Donald Trump's election win… }",Negative
"{There were reports of hateful acts and racist, pro-Trump graffiti after Donald Trump's election win… }",Negative
"{There were reports of hateful acts and racist, pro-Trump graffiti after Donald Trump's election win… }",Negative
"{There were reports of hateful acts and racist, pro-Trump graffiti after Donald Trump's election win… }",Negative
"{Woman who took photo with Clinton after concession: ""She couldn't have seemed any nicer or ... kinder and gracious"" }",Positive
"{Woman who took photo with Clinton after concession: ""She couldn't have seemed any nicer or ... kinder and gracious"" }",Positive
"{Woman who took photo with Clinton after concession: ""She couldn't have seemed any nicer or ... kinder and gracious"" }",Negative
"{Woman who took photo with Clinton after concession: ""She couldn't have seemed any nicer or ... kinder and gracious"" }",Positive
{RT @CNNPolitics: Reince Priebus: Trump has made clear the Muslim ban is no longer his position },Positive
{RT @CNNPolitics: Reince Priebus: Trump has made clear the Muslim ban is no longer his position },Positive
{RT @CNNPolitics: Reince Priebus: Trump has made clear the Muslim ban is no longer his position },Positive
{RT @CNNPolitics: Reince Priebus: Trump has made clear the Muslim ban is no longer his position },Positive
{.@NAACP president: It’s absolutely not a free and fair election; the election system that delivered Trump is broken },Negative
{.@NAACP president: It’s absolutely not a free and fair election; the election system that delivered Trump is broken },Negative
{.@NAACP president: It’s absolutely not a free and fair election; the election system that delivered Trump is broken },Negative
{.@NAACP president: It’s absolutely not a free and fair election; the election system that delivered Trump is broken },Negative
{Why it's difficult to predict what Trump will actually do as president },Negative
{Why it's difficult to predict what Trump will actually do as president },Negative
{Why it's difficult to predict what Trump will actually do as president },Negative
{Why it's difficult to predict what Trump will actually do as president },Negative
"{Donald Trump is strongly considering campaign CEO Steve Bannon for White House chief of staff, a source tells CNN… }",Positive
"{Donald Trump is strongly considering campaign CEO Steve Bannon for White House chief of staff, a source tells CNN… }",Negative
"{Donald Trump is strongly considering campaign CEO Steve Bannon for White House chief of staff, a source tells CNN… }",Positive
"{Donald Trump is strongly considering campaign CEO Steve Bannon for White House chief of staff, a source tells CNN… }",Positive
{NFL Commissioner Roger Goodell says he's struggling to explain Donald Trump's victory to the women in his family… },Negative
{NFL Commissioner Roger Goodell says he's struggling to explain Donald Trump's victory to the women in his family… },Negative
{NFL Commissioner Roger Goodell says he's struggling to explain Donald Trump's victory to the women in his family… },Negative
{NFL Commissioner Roger Goodell says he's struggling to explain Donald Trump's victory to the women in his family… },Negative
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Positive
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Negative
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Positive
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Positive
{The FAA has imposed temporary flight restrictions over the residences of President-elect Donald Trump and Mike Penc… },Negative
{The FAA has imposed temporary flight restrictions over the residences of President-elect Donald Trump and Mike Penc… },Negative
{The FAA has imposed temporary flight restrictions over the residences of President-elect Donald Trump and Mike Penc… },Negative
{The FAA has imposed temporary flight restrictions over the residences of President-elect Donald Trump and Mike Penc… },Positive
{Here's how Hillary Clinton spent the morning after her concession to Donald Trump },Positive
{Here's how Hillary Clinton spent the morning after her concession to Donald Trump },Positive
{Here's how Hillary Clinton spent the morning after her concession to Donald Trump },Positive
{Here's how Hillary Clinton spent the morning after her concession to Donald Trump },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Negative
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{RT @CNNSitRoom: Woman runs into Hillary Clinton taking a walk in the woods },Positive
{RT @CNNSitRoom: Woman runs into Hillary Clinton taking a walk in the woods },Positive
{RT @CNNSitRoom: Woman runs into Hillary Clinton taking a walk in the woods },Positive
{RT @CNNSitRoom: Woman runs into Hillary Clinton taking a walk in the woods },Positive
{Reince Priebus says he doesn't know what his role in President-elect Donald Trump's administration could be… },Positive
{Reince Priebus says he doesn't know what his role in President-elect Donald Trump's administration could be… },Negative
{Reince Priebus says he doesn't know what his role in President-elect Donald Trump's administration could be… },Negative
{Reince Priebus says he doesn't know what his role in President-elect Donald Trump's administration could be… },Negative
{Barron Trump will be the first son in the White House since JFK Jr. },Positive
{Barron Trump will be the first son in the White House since JFK Jr. },Positive
{Barron Trump will be the first son in the White House since JFK Jr. },Positive
{Barron Trump will be the first son in the White House since JFK Jr. },Positive
{Bernie Sanders on the election outcome he expected: I thought Clinton was going to win },Positive
{Bernie Sanders on the election outcome he expected: I thought Clinton was going to win },Negative
{Bernie Sanders on the election outcome he expected: I thought Clinton was going to win },Negative
{Bernie Sanders on the election outcome he expected: I thought Clinton was going to win },Negative
"{Sanders on Trump: ""If he is going to resort to bigotry, trying to divide us up, we will oppose him tooth and nail"" }",Negative
"{Sanders on Trump: ""If he is going to resort to bigotry, trying to divide us up, we will oppose him tooth and nail"" }",Negative
"{Sanders on Trump: ""If he is going to resort to bigotry, trying to divide us up, we will oppose him tooth and nail"" }",Negative
"{Sanders on Trump: ""If he is going to resort to bigotry, trying to divide us up, we will oppose him tooth and nail"" }",Negative
"{Bernie Sanders: If Trump is serious about his policy positions, I hope we can work together }",Positive
"{Bernie Sanders: If Trump is serious about his policy positions, I hope we can work together }",Positive
"{Bernie Sanders: If Trump is serious about his policy positions, I hope we can work together }",Positive
"{Bernie Sanders: If Trump is serious about his policy positions, I hope we can work together }",Positive
"{.@SenSanders: I will vigorously oppose Trump if he appeals to racism, sexism, or other discriminatory measures }",Negative
"{.@SenSanders: I will vigorously oppose Trump if he appeals to racism, sexism, or other discriminatory measures }",Negative
"{.@SenSanders: I will vigorously oppose Trump if he appeals to racism, sexism, or other discriminatory measures }",Negative
"{.@SenSanders: I will vigorously oppose Trump if he appeals to racism, sexism, or other discriminatory measures }",Negative
{Bernie Sanders: I would have loved the opportunity to run against Trump },Positive
{Bernie Sanders: I would have loved the opportunity to run against Trump },Negative
{Bernie Sanders: I would have loved the opportunity to run against Trump },Positive
{Bernie Sanders: I would have loved the opportunity to run against Trump },Positive
{.@SenFranken: I hope that President-elect Trump informs himself about how healthcare works in this country },Positive
{.@SenFranken: I hope that President-elect Trump informs himself about how healthcare works in this country },Negative
{.@SenFranken: I hope that President-elect Trump informs himself about how healthcare works in this country },Negative
{.@SenFranken: I hope that President-elect Trump informs himself about how healthcare works in this country },Positive
"{.@Reince: ""We’re proud of where we took the party,"" and we're proud of Donald Trump }",Positive
"{.@Reince: ""We’re proud of where we took the party,"" and we're proud of Donald Trump }",Positive
"{.@Reince: ""We’re proud of where we took the party,"" and we're proud of Donald Trump }",Positive
"{.@Reince: ""We’re proud of where we took the party,"" and we're proud of Donald Trump }",Positive
"{.@Reince: I hope everyone has seen this ""presidential Donald Trump"" that we knew all along }",Positive
"{.@Reince: I hope everyone has seen this ""presidential Donald Trump"" that we knew all along }",Positive
"{.@Reince: I hope everyone has seen this ""presidential Donald Trump"" that we knew all along }",Positive
"{.@Reince: I hope everyone has seen this ""presidential Donald Trump"" that we knew all along }",Positive
"{Ohio Gov. John Kasich: I said my prayers today for ""the success of Donald Trump"" }",Positive
"{Ohio Gov. John Kasich: I said my prayers today for ""the success of Donald Trump"" }",Positive
"{Ohio Gov. John Kasich: I said my prayers today for ""the success of Donald Trump"" }",Positive
"{Ohio Gov. John Kasich: I said my prayers today for ""the success of Donald Trump"" }",Positive
{We're with high school students in San Francisco who walked out of school to protest Trump. Watch live on Facebook:… },Negative
{We're with high school students in San Francisco who walked out of school to protest Trump. Watch live on Facebook:… },Negative
{We're with high school students in San Francisco who walked out of school to protest Trump. Watch live on Facebook:… },Negative
{We're with high school students in San Francisco who walked out of school to protest Trump. Watch live on Facebook:… },Negative
{How Gary Johnson and Jill Stein helped elect Donald Trump  },Negative
{How Gary Johnson and Jill Stein helped elect Donald Trump  },Positive
{How Gary Johnson and Jill Stein helped elect Donald Trump  },Positive
{How Gary Johnson and Jill Stein helped elect Donald Trump  },Positive
"{Protester in San Francisco says Trump is wrong about immigrants: ""We are a working class"" }",Positive
"{Protester in San Francisco says Trump is wrong about immigrants: ""We are a working class"" }",Negative
"{Protester in San Francisco says Trump is wrong about immigrants: ""We are a working class"" }",Positive
"{Protester in San Francisco says Trump is wrong about immigrants: ""We are a working class"" }",Negative
"{Elizabeth Warren pledges to work with Trump on economic issues: ""The truth is that people have a right to be angry""… }",Negative
"{Elizabeth Warren pledges to work with Trump on economic issues: ""The truth is that people have a right to be angry""… }",Positive
"{Elizabeth Warren pledges to work with Trump on economic issues: ""The truth is that people have a right to be angry""… }",Positive
"{Elizabeth Warren pledges to work with Trump on economic issues: ""The truth is that people have a right to be angry""… }",Positive
"{RT @CNNPolitics: Donald Trump meets with GOP leaders: ""We're going to do some absolutely spectacular things for the American people"" https:…}",Positive
"{RT @CNNPolitics: Donald Trump meets with GOP leaders: ""We're going to do some absolutely spectacular things for the American people"" https:…}",Positive
"{RT @CNNPolitics: Donald Trump meets with GOP leaders: ""We're going to do some absolutely spectacular things for the American people"" https:…}",Positive
"{RT @CNNPolitics: Donald Trump meets with GOP leaders: ""We're going to do some absolutely spectacular things for the American people"" https:…}",Positive
{President-elect Donald Trump talks with Speaker Paul Ryan in meeting with GOP leaders },Positive
{President-elect Donald Trump talks with Speaker Paul Ryan in meeting with GOP leaders },Positive
{President-elect Donald Trump talks with Speaker Paul Ryan in meeting with GOP leaders },Positive
{President-elect Donald Trump talks with Speaker Paul Ryan in meeting with GOP leaders },Positive
{Paul Ryan shows Donald and Melania Trump the view from the Speaker’s Balcony — including where he will be sworn in  },Positive
{Paul Ryan shows Donald and Melania Trump the view from the Speaker’s Balcony — including where he will be sworn in  },Positive
{Paul Ryan shows Donald and Melania Trump the view from the Speaker’s Balcony — including where he will be sworn in  },Positive
{Paul Ryan shows Donald and Melania Trump the view from the Speaker’s Balcony — including where he will be sworn in  },Positive
{Repealing Obamacare won't be that easy. Replacing it will be even tougher },Negative
{Repealing Obamacare won't be that easy. Replacing it will be even tougher },Negative
{Repealing Obamacare won't be that easy. Replacing it will be even tougher },Negative
{Repealing Obamacare won't be that easy. Replacing it will be even tougher },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Negative
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{What would Jackie Kennedy say about Melania Trump? },Negative
{What would Jackie Kennedy say about Melania Trump? },Negative
{What would Jackie Kennedy say about Melania Trump? },Positive
{What would Jackie Kennedy say about Melania Trump? },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
{President-elect Donald Trump will receive two different sets of intelligence briefings },Positive
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Negative
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Positive
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Positive
"{“Here’s a good rule: Don’t answer the questions when they just start yelling,"" Obama advises Trump of WH reporters… }",Negative
{President-elect Trump says he looks forward to working with Obama at White House meeting },Positive
{President-elect Trump says he looks forward to working with Obama at White House meeting },Positive
{President-elect Trump says he looks forward to working with Obama at White House meeting },Positive
{President-elect Trump says he looks forward to working with Obama at White House meeting },Positive
"{President Obama says that if Trump succeeds, America succeeds, during White House meeting }",Positive
"{President Obama says that if Trump succeeds, America succeeds, during White House meeting }",Positive
"{President Obama says that if Trump succeeds, America succeeds, during White House meeting }",Positive
"{President Obama says that if Trump succeeds, America succeeds, during White House meeting }",Positive
"{JUST IN: President Obama, President-elect Trump meet in the White House Oval Office  }",Positive
"{JUST IN: President Obama, President-elect Trump meet in the White House Oval Office  }",Positive
"{JUST IN: President Obama, President-elect Trump meet in the White House Oval Office  }",Positive
"{JUST IN: President Obama, President-elect Trump meet in the White House Oval Office  }",Positive
"{What President-elect Donald Trump's first 100 days will look like, according to one GOP senator… }",Positive
"{What President-elect Donald Trump's first 100 days will look like, according to one GOP senator… }",Positive
"{What President-elect Donald Trump's first 100 days will look like, according to one GOP senator… }",Positive
"{What President-elect Donald Trump's first 100 days will look like, according to one GOP senator… }",Negative
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Positive
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Negative
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Positive
{Want to flee Trump? This Swede will marry any American who wants to leave the US (and take up Swedish citizenship)… },Negative
{Aaron Sorkin writes emotional open letter to 15-year-old daughter after Trump elected president… },Negative
{Aaron Sorkin writes emotional open letter to 15-year-old daughter after Trump elected president… },Positive
{Aaron Sorkin writes emotional open letter to 15-year-old daughter after Trump elected president… },Positive
{Aaron Sorkin writes emotional open letter to 15-year-old daughter after Trump elected president… },Negative
"{Trump arrives at White House for Obama meeting, marking a new beginning }",Positive
"{Trump arrives at White House for Obama meeting, marking a new beginning }",Positive
"{Trump arrives at White House for Obama meeting, marking a new beginning }",Positive
"{Trump arrives at White House for Obama meeting, marking a new beginning }",Positive
"{Lock her up? Maybe not so much, Trump insiders say }",Negative
"{Lock her up? Maybe not so much, Trump insiders say }",Positive
"{Lock her up? Maybe not so much, Trump insiders say }",Negative
"{Lock her up? Maybe not so much, Trump insiders say }",Negative
"{RT @CNNPolitics: Donald Trump doesn't need Congress to start building a wall, Rudy Giuliani says }",Negative
"{RT @CNNPolitics: Donald Trump doesn't need Congress to start building a wall, Rudy Giuliani says }",Positive
